logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	significance
-1.03930584180822	6.32916265759694	-5.17366785233956	0.000518958503386409	0.048347152448806	0.157253852890149	ENSG00000124222	Downregulated in COVID
-1.80477203139852	4.03316562987608	-5.12445068014917	0.000555464324350706	0.049331020538314	0.151694396201287	ENSG00000131149	Downregulated in COVID
-1.06978500433644	6.87481298155901	-5.17417632838812	0.00051859509319017	0.048347152448806	0.14898281496478	ENSG00000180628	Downregulated in COVID
2.46703900146182	3.21908435308818	5.23953421970822	0.00047408626621228	0.045955484854597	0.146933369874198	ENSG00000134668	Upregulated in COVID
-1.87614922181773	3.95041239836282	-5.126320696709	0.00055402793268204	0.049331020538314	0.146902089966663	ENSG00000173889	Downregulated in COVID
-1.95785582136805	3.87719192873397	-5.12972427212442	0.000551423824201043	0.049331020538314	0.144452897456498	ENSG00000152520	Downregulated in COVID
-1.58259813488292	5.25164404914978	-5.12341499872486	0.000556261570840574	0.049331020538314	0.139041974544976	ENSG00000066084	Downregulated in COVID
-1.94599087794379	3.46107611546574	-5.16172271283086	0.000527575016656105	0.0488509342803712	0.123554438171418	ENSG00000154001	Downregulated in COVID
-2.11294050737798	3.37879081145709	-5.18855139974522	0.000508433572942681	0.048347152448806	0.11933373041516	ENSG00000168172	Downregulated in COVID
-1.81551170336604	3.73315973054085	-5.11098773015326	0.000565924336822872	0.049331020538314	0.112018931624809	ENSG00000187231	Downregulated in COVID
-2.46941937638354	5.10483754168616	-5.0839769762263	0.000587554198938577	0.0494633045787241	0.104348892873258	ENSG00000152601	Downregulated in COVID
-1.98158670320693	4.91576849707465	-5.08313420712858	0.00058824320821959	0.0494633045787241	0.103263003377939	ENSG00000171988	Downregulated in COVID
1.8997258520208	5.28199735997803	5.09614381044187	0.00057770318394841	0.0494633045787241	0.0970889911110033	ENSG00000169704	Upregulated in COVID
-1.1232182874958	7.43956558987742	-5.13640775444299	0.000546348432129763	0.049331020538314	0.0950350847020811	ENSG00000133872	Downregulated in COVID
-1.89568238476033	4.58504118243497	-5.07022551159424	0.000598905945358779	0.0497276553455763	0.09193043518676	ENSG00000145416	Downregulated in COVID
-1.59740089088439	5.32235656335533	-5.08737712313647	0.000584783188016421	0.0494633045787241	0.088102055768239	ENSG00000137845	Downregulated in COVID
-1.30201235323413	5.97310887487298	-5.1109730116277	0.000565935887531481	0.049331020538314	0.086600777348135	ENSG00000135932	Downregulated in COVID
-1.96429144244609	4.2421970929211	-5.06738868098498	0.000601276916667732	0.0497276553455763	0.0854324053524875	ENSG00000107854	Downregulated in COVID
1.46430475105294	5.22167197275455	5.08874866831304	0.000583669399671997	0.0494633045787241	0.0836435114060743	ENSG00000187837	Upregulated in COVID
1.22991861996893	8.78874570918932	5.12088504125428	0.000558214256991006	0.049331020538314	0.0816785222535454	ENSG00000064601	Upregulated in COVID
-1.69334871264175	6.70706248066181	-5.11282775596391	0.000564482327054963	0.049331020538314	0.0742537217717656	ENSG00000081320	Downregulated in COVID
1.03252323805084	7.70890988830572	5.10708883843048	0.000568992957418365	0.049331020538314	0.0549388253185601	ENSG00000112561	Upregulated in COVID
0.932136000603799	6.60274116235985	5.10478565836151	0.000570814071541303	0.049331020538314	0.0504786933721331	ENSG00000170043	Significant
1.82735958416368	3.66980676004884	5.04538015611342	0.000620017384209516	0.0497276553455763	0.0399428240161406	ENSG00000140859	Upregulated in COVID
1.0451635990648	5.73105161426675	5.06857104582189	0.000600287494544583	0.0497276553455763	0.0263004080206253	ENSG00000100139	Upregulated in COVID
-1.92076106237029	3.69146589047053	-5.04693772044444	0.000618670689063115	0.0497276553455763	0.0242315753484963	ENSG00000111670	Downregulated in COVID
-1.60741867671865	4.80135547134101	-5.02289619290473	0.000639812080443459	0.0506167253765886	0.0224770837629773	ENSG00000198843	Not Significant
1.21238037507564	4.78133184120182	5.01434900243263	0.000647514036380891	0.0506167253765886	0.00157791973994748	ENSG00000130518	Not Significant
